Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial
Dypsis_remotiflora,na,na,species,Arecaceae,Critically endangered,MDG,WT,Nanophan.,WP,Rediscovered,Dypsis_remotiflora
Dypsis_rivularis,na,na,species,,,,,,,Synonym,Chrysalidocarpus_rivularis
Dypsis_sahanofensis,na,na,species,,,,,,,Synonym,Chrysalidocarpus_sahanofensis
Dypsis_sahanofensis,na,na,species,,,,,,,Synonym,Neophloga_littoralis
Dypsis_soanieranae,na,na,species,Arecaceae,Extinct in the wild,MDG,WT,Nanophan._or_phan.,WP,Extinct,Dypsis_soanieranae
Dypsis_tanalensis,na,na,species,Arecaceae,Extinct,MDG,T,phan.,WP,Extinct,Dypsis_tanalensis
Echeveria_laui,na,na,species,Crassulaceae,Extinct in the wild,MXS,DT,Succ._cham.,WP,Extinct,Echeveria_laui
Echinopsis_marsoneri,na,na,species,,,,,,,Synonym,Echinopsis_vatteri
Echinopsis_marsoneri,na,na,species,,,,,,,Synonym,Lobivia_vatteri
Echinopsis_minuana,na,na,species,,,,,,,Synonym,Echinopsis_robinsoniana
Elegia_fastigiata,na,na,species,Restionaceae,Extinct,CPP,DT,Hemicr.,WP,Extinct,Elegia_fastigiata
Eleocharis_albida,na,na,species,,,,,,,Synonym,Eleocharis_bermudiana
Eleocharis_lepta,na,na,species,Cyperaceae,Extinct,CPP,S,Hemicr.,WP,Extinct,Eleocharis_lepta
Elodea_bifoliata,na,na,species,,,,,,,Synonym,Elodea_nevadensis
Elodea_canadensis,na,na,species,,,,,,,Synonym,Elodea_brandegeeae
Elodea_canadensis,na,na,species,,,,,,,Synonym,Elodea_schweinitzii
Elodea_canadensis,na,na,species,,,,,,,Synonym,Elodea_linearis
Encephalartos_brevifoliolatus,na,na,species,Zamiaceae,Extinct in the wild,TVL,S,Nanophan.,WP,Extinct,Encephalartos_brevifoliolatus
Encephalartos_nubimontanus,na,na,species,Zamiaceae,Extinct in the wild,TVL,S,Nanophan.,WP,Extinct,Encephalartos_nubimontanus
Encephalartos_relictus,na,na,species,Zamiaceae,Extinct in the wild,SWZ,S,Nanophan.,WP,Extinct,Encephalartos_relictus
Encephalartos_woodii,na,na,species,Zamiaceae,Extinct in the wild,NAT,T,Nanophan.,WP,Extinct,Encephalartos_woodii
Encyclia_viridiflora,na,na,species,Orchidaceae,Extinct,BZN,WT,Pseudobulb_epiphyte,E,Extinct,Encyclia_viridiflora
Epidendrum_ilense,na,na,species,Orchidaceae,Vulnerable,ECU,WT,hemicr.,HP,Rediscovered,Epidendrum_ilense
Epigeneium_treutleri,na,na,species,,,,,,,Synonym,Coelogyne_treutleri
Eragrostis_deflexa,na,na,species,Poaceae,Vulnerable,HAW,WT,Hemicr.,WP,Rediscovered,Eragrostis_deflexa
Eragrostis_fosbergii,na,na,species,Poaceae,Critically endangered,HAW,WT,Hemicr.,WP,Rediscovered,Eragrostis_fosbergii
Eragrostis_leptostachya,na,na,species,,,,,,,Synonym,Eragrostis_hosakai
Eragrostis_mauiensis,na,na,species,Poaceae,Extinct,HAW,WT,Hemicr.,WP,Extinct,Eragrostis_mauiensis
Eragrostis_rottleri,na,na,species,Poaceae,Critically endangered,IND,WT,Hemicr.,WP,Rediscovered,Eragrostis_rottleri
Eremia_florifera,na,na,species,Ericaceae,Extinct in the wild,CPP,S,Cham.,WP,Extinct,Eremia_florifera
Eremophila_adenotricha,na,na,species,Scrophulariaceae,Vulnerable,WAU,DT,nanophan.,WP,Rediscovered,Eremophila_adenotricha
Eremophila_scaberula,na,na,species,Scrophulariaceae,Endangered,WAU,DT,nanophan.,WP,Rediscovered,Eremophila_scaberula
Eremophila_sturtii,na,na,species,,,,,,,Synonym,Cryptandra_uncinata
Eremophila_verrucosa,na,na,species,Scrophulariaceae,Data deficient,SOA,DT,nanophan.,WP,Rediscovered,Eremophila_verrucosa
Eremurus_chloranthus,na,na,species,Xanthorrhoeaceae,Extinct,UZB,G,Tuber_geophyte,HP,Extinct,Eremurus_chloranthus
Eremurus_korovinii,na,na,species,Xanthorrhoeaceae,Vulnerable,KAZ,G,Tuber_geophyte,HP,Rediscovered,Eremurus_korovinii
Eremurus_korovinii,na,na,species,Xanthorrhoeaceae,Vulnerable,TZK,G,Tuber_geophyte,HP,Rediscovered,Eremurus_korovinii
Eremurus_korovinii,na,na,species,Xanthorrhoeaceae,Vulnerable,UZB,G,Tuber_geophyte,HP,Rediscovered,Eremurus_korovinii
Erepsia_promontorii,na,na,species,Aizoaceae,Extinct,CPP,DT,Succ._cham.,WP,Extinct,Erepsia_promontorii
Erepsia_serrata,na,na,species,,,,,,,Synonym,Circandra_serrata
Erica_alexandri,subsp,acockii,subsp,,,,,,,Synonym,Erica_acockii
Erica_ixanthera,na,na,species,Ericaceae,Critically endangered,CPP,S,Cham.,WP,Rediscovered,Erica_ixanthera
Erica_pyramidalis,na,na,species,Ericaceae,Extinct,CPP,S,Cham._or_nanophan.,WP,Extinct,Erica_pyramidalis
Erica_turgida,na,na,species,Ericaceae,Critically endangered,CPP,S,Cham.,WP,Rediscovered,Erica_turgida
Erica_velitaris,na,na,species,Ericaceae,Extinct,CPP,S,nanophan.,WP,Extinct,Erica_velitaris
Erica_verticillata,na,na,species,Ericaceae,Critically endangered,CPP,S,Nanophan.,WP,Rediscovered,Erica_verticillata
Erigeron_concinnus,var,subglaber,var,,,,,,,Synonym,Erigeron_perglaber
Erigeron_mariposanus,na,na,species,Asteraceae,Extinct in the wild,CAL,G,Hemicr.,WP,Extinct,Erigeron_mariposanus
Eriocaulon_barba-caprae,na,na,species,Eriocaulaceae,Extinct in the wild,ASS,T,hemicr.,HP,Extinct,Eriocaulon_barba-caprae
Eriocaulon_barbeyanum,na,na,species,Eriocaulaceae,Extinct in the wild,IND,T,Hydrohemicr.,HP,Extinct,Eriocaulon_barbeyanum
Eriocaulon_echinospermoideum,na,na,species,Eriocaulaceae,Extinct,CUB,WT,hemicr.,HP,Extinct,Eriocaulon_echinospermoideum
Eriocaulon_johnstonii,na,na,species,Eriocaulaceae,Extinct,MAU,WT,hemicr.,HP,Extinct,Eriocaulon_johnstonii
Eriocaulon_minutissimum,na,na,species,Eriocaulaceae,Extinct,CUB,WT,hemicr.,HP,Extinct,Eriocaulon_minutissimum
Eriocaulon_rouxianum,na,na,species,Eriocaulaceae,Extinct,IND,MT,hemicr.,HP,Extinct,Eriocaulon_rouxianum
Eriochrysis_rangacharii,na,na,species,Poaceae,Critically endangered,IND,WT,Hemicr.,WP,Rediscovered,Eriochrysis_rangacharii
Eriogonum_truncatum,na,na,species,Polygonaceae,Critically endangered,CAL,S,Ther.,A,Rediscovered,Eriogonum_truncatum
Eriophyllum_nubigenum,na,na,species,Asteraceae,Vulnerable,CAL,S,Ther.,A,Rediscovered,Eriophyllum_nubigenum
Eriostemon_falcatus,na,na,species,Rutaceae,Critically endangered,WAU,MT,hemicr.,HP,Rediscovered,Eriostemon_falcatus
Eriosyce_aspillagae,na,na,species,Cactaceae,Critically endangered,CLC,DT,Succ._cham.,WP,Rediscovered,Eriosyce_aspillagae
Eriosyce_aspillagae,na,na,species,,,,,,,Synonym,Neoporteria_aspillagae
Eriosyce_heinrichiana,na,na,species,,,,,,,Synonym,Neoporteria_occulata
Erodium_astragaloides,na,na,species,Geraniaceae,Endangered,SPA,G,Hemicr.,WP,Rediscovered,Erodium_astragaloides
Eryngium_sarcophyllum,na,na,species,Apiaceae,Extinct,JNF,S,Nanophan.,WP,Extinct,Eryngium_sarcophyllum
Erythrina_schliebenii,na,na,species,Fabaceae,Critically endangered,TAN,MT,Phan.,WP,Rediscovered,Erythrina_schliebenii
Erythroxylum_macrophyllum,na,na,species,,,,,,,Synonym,Erythroxylum_ellipticum
Erythroxylum_minutifolium,na,na,species,,,,,,,Synonym,Erythroxylum_echinodendron
Eschscholzia_rhombipetala,na,na,species,Papaveraceae,Critically endangered,CAL,S,Ther._or_hemicr.,HP,Rediscovered,Eschscholzia_rhombipetala
Eucharis_lehmannii,na,na,species,Amaryllidaceae,Extinct in the wild,CLM,T,Bulb_geophyte,HP,Extinct,Eucharis_lehmannii
Euchorium_cubense,na,na,species,Sapindaceae,Extinct in the wild,CUB,WT,Nanophan._or_phan.,WP,Extinct,Euchorium_cubense
Eucrosia_mirabilis,na,na,species,Amaryllidaceae,Endangered,ECU,T,Bulb_geophyte,HP,Rediscovered,Eucrosia_mirabilis
Eugenia_argentea,na,na,species,Myrtaceae,Critically endangered,IND,WT,Nanophan._or_phan.,WP,Rediscovered,Eugenia_argentea
Eugenia_bojeri,na,na,species,Myrtaceae,Critically endangered,MAU,WT,(Cl.)_nanophan.,WP,Rediscovered,Eugenia_bojeri
Eugenia_kameruniana,na,na,species,Myrtaceae,Extinct,CMN,WT,Nanophan.,WP,Extinct,Eugenia_kameruniana
Eugenia_longuensis,na,na,species,Myrtaceae,Extinct,MAU,WT,Nanophan._or_phan.,WP,Extinct,Eugenia_longuensis
Eugenia_singampattiana,na,na,species,Myrtaceae,Critically endangered,IND,WT,Nanophan._or_phan.,WP,Rediscovered,Eugenia_singampattiana
Euonymus_serratifolius,na,na,species,Celastraceae,Vulnerable,CHC,WT,phan.,WP,Rediscovered,Euonymus_serratifolius
Euonymus_serratifolius,na,na,species,Celastraceae,Vulnerable,CHS,WT,phan.,WP,Rediscovered,Euonymus_serratifolius
Euonymus_serratifolius,na,na,species,Celastraceae,Vulnerable,IND,WT,phan.,WP,Rediscovered,Euonymus_serratifolius
Euphorbia_antiquorum,na,na,species,,,,,,,Synonym,Euphorbia_mayuranathanii
Euphorbia_breviramea,na,na,species,Euphorbiaceae,Critically endangered,CPP,DT,Succ._cham.,WP,Rediscovered,Euphorbia_breviramea
Euphorbia_carissoides,na,na,species,Euphorbiaceae,Data deficient,QLD,T,Cham.,WP,Rediscovered,Euphorbia_carissoides
Euphorbia_crassipes,na,na,species,Euphorbiaceae,Critically endangered,CPP,DT,Succ._cham.,WP,Rediscovered,Euphorbia_crassipes
Euphorbia_peltata,na,na,species,Euphorbiaceae,Extinct,IND,MT,Ther.,A,Extinct,Euphorbia_peltata
Euphorbia_pyrifolia,var,pyrifolia,var,,,,,,,Synonym,Euphorbia_daphnoides
Euphrasia_arguta,na,na,species,Scrophulariaceae,Critically endangered,NSW,S,ther.,A,Rediscovered,Euphrasia_arguta
Fagonia_scabra,na,na,species,,,,,,,Synonym,Fagonia_taeckholmiana
Faujasiopsis_boivinii,na,na,species,Asteraceae,Extinct,MAU,WT,Nanophan.,WP,Extinct,Faujasiopsis_boivinii
Felicia_annectens,na,na,species,Asteraceae,Extinct,CPP,S,Ther.,A,Extinct,Felicia_annectens
Fernelia_pedunculata,na,na,species,Rubiaceae,Extinct,REU,WT,Nanophan.,WP,Extinct,Fernelia_pedunculata
Festuca_benthamiana,na,na,species,Poaceae,Vulnerable,SOA,G,Henicr.,HP,Rediscovered,Festuca_benthamiana
Festuca_benthamiana,na,na,species,Poaceae,Vulnerable,VIC,G,Henicr.,HP,Rediscovered,Festuca_benthamiana
Fibigia_heterophylla,na,na,species,Brassicaceae,Extinct in the wild,LBS,S,Hemicr._or_cham.,WP,Extinct,Fibigia_heterophylla
Filago_neglecta,na,na,species,Asteraceae,Extinct,BGM,G,Ther.,A,Extinct,Filago_neglecta
Filago_neglecta,na,na,species,Asteraceae,Extinct,GER,G,Ther.,A,Extinct,Filago_neglecta
Filago_neglecta,na,na,species,Asteraceae,Extinct,COR,G,Ther.,A,Extinct,Filago_neglecta
Filago_neglecta,na,na,species,Asteraceae,Extinct,FRA,G,Ther.,A,Extinct,Filago_neglecta
Filago_neglecta,na,na,species,Asteraceae,Extinct,ITA,G,Ther.,A,Extinct,Filago_neglecta
Filago_neglecta,na,na,species,,,,,,,Synonym,Logfia_neglecta
Fimbristylis_compacta,na,na,species,Cyperaceae,Vulnerable,NTA,T,Hemicr.,WP,Rediscovered,Fimbristylis_compacta
Firmiana_major,na,na,species,Malvaceae,Extinct in the wild,CHC,S,Nanophan._or_phan.,WP,Extinct,Firmiana_major
Fitchia_mangarevensis,na,na,species,Asteraceae,Extinct,TUA,WT,phan.,WP,Extinct,Fitchia_mangarevensis
Flagenium_latifolium,na,na,species,Rubiaceae,Extinct,MDG,WT,Nanophan._or_phan.,WP,Extinct,Flagenium_latifolium
Flagenium_setosum,na,na,species,Rubiaceae,Extinct,MDG,WT,Nanophan._or_phan.,WP,Extinct,Flagenium_setosum
Frailea_cataphracta,subsp,duchii,subsp,,,,,,,Synonym,Frailea_matoana
Frankenia_conferta,na,na,species,Frankeniaceae,Critically endangered,WAU,DT,cham.,WP,Rediscovered,Frankenia_conferta
Frankenia_decurrens,na,na,species,Frankeniaceae,Extinct,WAU,DT,cham.,WP,Extinct,Frankenia_decurrens
Frankenia_parvula,na,na,species,Frankeniaceae,Critically endangered,WAU,DT,cham.,WP,Rediscovered,Frankenia_parvula
Franklinia_alatamaha,na,na,species,Theaceae,Extinct in the wild,GEO,S,Phan.,WP,Extinct,Franklinia_alatamaha
Freziera_cordata,na,na,species,Theaceae,Vulnerable,LEE,WT,Nanophan._or_phan.,WP,Rediscovered,Freziera_cordata
Freziera_cordata,na,na,species,Theaceae,Vulnerable,WIN,WT,Nanophan._or_phan.,WP,Rediscovered,Freziera_cordata
Fritillaria_atropurpurea,na,na,species,,,,,,,Synonym,Fritillaria_adamantina
Fumaria_officinalis,subsp,wirtgenii,subsp,,,,,,,Synonym,Fumaria_caroliana
Fusifilum_depressum,na,na,species,,,,,,,Synonym,Urginea_ecklonii
Gaertnera_boivinii,na,na,species,Rubiaceae,Extinct,MAU,WT,phan.,WP,Extinct,Gaertnera_boivinii
Gaertnera_calycina,na,na,species,Rubiaceae,Extinct,MAU,WT,phan.,WP,Extinct,Gaertnera_calycina
Gaertnera_crassiflora,na,na,species,Rubiaceae,Extinct,MAU,WT,phan.,WP,Extinct,Gaertnera_crassiflora
Gaertnera_oxycarpa,na,na,species,Rubiaceae,Extinct,MAU,WT,phan.,WP,Extinct,Gaertnera_oxycarpa
Gaertnera_quadriseta,na,na,species,Rubiaceae,Extinct,MAU,WT,phan.,WP,Extinct,Gaertnera_quadriseta
Galactia_nummularia,na,na,species,Fabaceae,Extinct in the wild,LEE,WT,Cl._cham.,WP,Extinct,Galactia_nummularia
Gastrodia_africana,na,na,species,Orchidaceae,Critically endangered,CMN,WT,Holomycotroph,HP,Rediscovered,Gastrodia_africana
Gastrolobium_acutum,na,na,species,,,,,,,Synonym,Oxylobium_acutum
Gastrolobium_lehmannii,na,na,species,Fabaceae,Critically endangered,WAU,S,nanophan.,WP,Rediscovered,Gastrolobium_lehmannii
Gastrolobium_truncatum,na,na,species,,,,,,,Synonym,Gastrolobium_crispifolium
Genista_melia,na,na,species,Fabaceae,Extinct,GRC,S,Nanophan.,WP,Extinct,Genista_melia
Geocaryum_cynapioides,na,na,species,,,,,,,Synonym,Geocaryum_bornmuelleri
Geocaryum_divaricatum,na,na,species,Apiaceae,Vulnerable,GRC,G,Tuber_geophyte,HP,Rediscovered,Geocaryum_divaricatum
Gethyllis_latifolia,na,na,species,Amaryllidaceae,Extinct,CPP,S,Bulb_geophyte,HP,Extinct,Gethyllis_latifolia
Gibbaeum_esterhuyseniae,na,na,species,Aizoaceae,Extinct,CPP,DT,Succ._cham.,WP,Extinct,Gibbaeum_esterhuyseniae
Githopsis_diffusa,subsp,filicaulis,subsp,,,,,,,Synonym,Githopsis_filicaulis
Gladiolus_imbricatus,na,na,species,,,,,,,Synonym,Gladiolus_felicis
Glyceria_drummondii,na,na,species,Poaceae,Endangered,WAU,S,Ther.,A,Rediscovered,Glyceria_drummondii
Gonocarpus_intricatus,na,na,species,Haloragaceae,Endangered,WAU,DT,cham.,WP,Rediscovered,Gonocarpus_intricatus
Goodenia_stobbsiana,na,na,species,,,,,,,Synonym,Goodenia_clementii
Gouania_vitifolia,na,na,species,Rhamnaceae,Endangered,HAW,WT,Climer,WP,Rediscovered,Gouania_vitifolia
Gouania_vitifolia,na,na,species,,,,,,,Synonym,Gouania_bishopii
Gouania_vitifolia,na,na,species,,,,,,,Synonym,Gouania_hawaiiensis
Graptopetalum_bellum,na,na,species,,,,,,,Synonym,Tacitus_bellus
Grevillea_batrachioides,na,na,species,Proteaceae,Endangered,WAU,DT,nanophan.,WP,Rediscovered,Grevillea_batrachioides
Grevillea_divaricata,na,na,species,Proteaceae,Extinct,NSW,S,Hemicr._or_cham.,WP,Extinct,Grevillea_divaricata
Grevillea_flexuosa,na,na,species,Proteaceae,Endangered,WAU,S,Nanophan.,WP,Rediscovered,Grevillea_flexuosa
Grevillea_scabra,na,na,species,Proteaceae,Data deficient,WAU,S,Nanophan.,WP,Rediscovered,Grevillea_scabra
Griffinia_liboniana,na,na,species,Amaryllidaceae,Endangered,BZL,DT,Bulb_geophyte,HP,Rediscovered,Griffinia_liboniana
Guapira_suborbiculata,na,na,species,,,,,,,Synonym,Pisonia_suborbiculata
Guettarda_retusa,na,na,species,Rubiaceae,Extinct,CUB,WT,Nanophan._or_phan.,WP,Extinct,Guettarda_retusa
Gutierrezia_wrightii,na,na,species,,,,,,,Synonym,Greenella_discoidea
Gymnocalycium_schickendantzii,na,na,species,,,,,,,Synonym,Gymnocalycium_pungens
Gymnopogon_chapmanianus,na,na,species,,,,,,,Synonym,Gymnopogon_floridanus
Gyrostemon_reticulatus,na,na,species,Gyrostemonaceae,Endangered,WAU,DT,Nanophan.,WP,Rediscovered,Gyrostemon_reticulatus
Habenaria_caranjensis,na,na,species,Orchidaceae,Extinct,IND,WT,Tuber_geophyte,HP,Extinct,Habenaria_caranjensis
Habenaria_horsfieldiana,na,na,species,Orchidaceae,Extinct,JAW,WT,Tuber_geophyte,HP,Extinct,Habenaria_horsfieldiana
Habenaria_lancifolia,na,na,species,Orchidaceae,Extinct,MAU,WT,Tuber_geophyte,HP,Extinct,Habenaria_lancifolia
Habranthus_caeruleus,na,na,species,Amaryllidaceae,Vulnerable,BZC,S,Bulb_geophyte,HP,Rediscovered,Habranthus_caeruleus
Habranthus_caeruleus,na,na,species,Amaryllidaceae,Vulnerable,BZS,S,Bulb_geophyte,HP,Rediscovered,Habranthus_caeruleus
Habranthus_caeruleus,na,na,species,Amaryllidaceae,Vulnerable,AGE,S,Bulb_geophyte,HP,Rediscovered,Habranthus_caeruleus
Hakea_gibbosa,na,na,species,,,,,,,Synonym,Hakea_tamminensis
Hakea_petiolaris,na,na,species,,,,,,,Synonym,Hakea_crassinervia
Hakea_pulvinifera,na,na,species,Proteaceae,Endangered,NSW,DT,nanophan.,WP,Rediscovered,Hakea_pulvinifera
Haloragis_platycarpa,na,na,species,Haloragaceae,Endangered,WAU,S,hemicr.,HP,Rediscovered,Haloragis_platycarpa
Haloragis_stricta,na,na,species,Haloragaceae,Endangered,QLD,S,hemicr.,HP,Rediscovered,Haloragis_stricta
Haloragis_stricta,na,na,species,Haloragaceae,Endangered,NSW,S,hemicr.,HP,Rediscovered,Haloragis_stricta
Haloragis_tenuifolia,na,na,species,Haloragaceae,Data deficient,WAU,DT,hemicr.,HP,Rediscovered,Haloragis_tenuifolia
Haloragodendron_lucasii,na,na,species,Haloragaceae,Critically endangered,NSW,S,nanophan.,WP,Rediscovered,Haloragodendron_lucasii
Hammatolobium_lotoides,var,graecum,var,,,,,,,Synonym,Tetragonolobus_wiedemannii
Haplostachys_bryanii,na,na,species,Lamiaceae,Extinct,HAW,MT,Cham.,WP,Extinct,Haplostachys_bryanii
Haplostachys_linearifolia,na,na,species,Lamiaceae,Extinct,HAW,WT,Cham.,WP,Extinct,Haplostachys_linearifolia
Haplostachys_munroi,na,na,species,Lamiaceae,Extinct,HAW,WT,Cham.,WP,Extinct,Haplostachys_munroi
Haplostachys_truncata,na,na,species,Lamiaceae,Extinct,HAW,WT,Cham.,WP,Extinct,Haplostachys_truncata
Haptanthus_hazlettii,na,na,species,Salicaceae,Critically endangered,HON,WT,Phan.,WP,Rediscovered,Haptanthus_hazlettii
Harrisia_platygona,na,na,species,Cactaceae,Critically endangered,AGE,S,succ._nanophan.,WP,Rediscovered,Harrisia_platygona
Harrisia_regelii,na,na,species,Cactaceae,Critically endangered,AGE,S,(Cl.)_succ._cham._or_nanophan.,WP,Rediscovered,Harrisia_regelii
Hebecarpa_obscura,na,na,species,,,,,,,Synonym,Polygala_piliophora
Hechtia_texensis,na,na,species,Bromeliaceae,Critically endangered,TEX,S,Hemicr.,WP,Rediscovered,Hechtia_texensis
Hechtia_texensis,na,na,species,Bromeliaceae,Critically endangered,MXE,S,Hemicr.,WP,Rediscovered,Hechtia_texensis
Hedeoma_pilosa,na,na,species,Lamiaceae,Extinct in the wild,TEX,S,Cham.,WP,Extinct,Hedeoma_pilosa
Hedychium_marginatum,na,na,species,Zingiberaceae,Vulnerable,ASS,WT,Rhizome_geophyte_or_hemicr.,HP,Rediscovered,Hedychium_marginatum
Hedychium_marginatum,na,na,species,Zingiberaceae,Vulnerable,MYA,WT,Rhizome_geophyte_or_hemicr.,HP,Rediscovered,Hedychium_marginatum
Hedyotis_hirsutissima,na,na,species,Rubiaceae,Extinct in the wild,IND,WT,Cham.,WP,Extinct,Hedyotis_hirsutissima
Helianthemum_cirae,na,na,species,Cistaceae,Critically endangered,CNY,S,Cham.,WP,Rediscovered,Helianthemum_cirae
Helianthus_praetermissus,na,na,species,Asteraceae,Extinct,NWM,S,Hemicr.,WP,Extinct,Helianthus_praetermissus
Helichrysum_oligochaetum,na,na,species,Asteraceae,Data deficient,WAU,DT,ther.,A,Rediscovered,Helichrysum_oligochaetum
Helictotrichon_hackelii,na,na,species,Poaceae,Vulnerable,POR,S,Hemicr.,WP,Rediscovered,Helictotrichon_hackelii
Heliotropium_muticum,na,na,species,Boraginaceae,Endangered,WAU,DT,cham.,WP,Rediscovered,Heliotropium_muticum
Heliotropium_pannifolium,na,na,species,Boraginaceae,Extinct,STH,MT,Cham._or_nanophan.,WP,Extinct,Heliotropium_pannifolium
Hemiandra_rutilans,na,na,species,Lamiaceae,Extinct in the wild,WAU,S,Cham.,WP,Extinct,Hemiandra_rutilans
Hemichroa_mesembryanthema,na,na,species,Amaranthaceae,Endangered,SOA,DT,Nanophan.,WP,Rediscovered,Hemichroa_mesembryanthema
Hemigenia_exilis,na,na,species,Lamiaceae,Extinct,WAU,DT,nanophan.,WP,Extinct,Hemigenia_exilis
Hemigenia_obtusa,na,na,species,Lamiaceae,Extinct,WAU,S,nanophan.,WP,Extinct,Hemigenia_obtusa
Hemigenia_pimelifolia,na,na,species,Lamiaceae,Data deficient,WAU,DT,nanophan.,WP,Rediscovered,Hemigenia_pimelifolia
Hemigenia_podalyrina,na,na,species,Lamiaceae,Endangered,WAU,S,nanophan.,WP,Rediscovered,Hemigenia_podalyrina
Hemigenia_ramosissima,na,na,species,Lamiaceae,Critically endangered,WAU,S,cham.,WP,Rediscovered,Hemigenia_ramosissima
Hemigenia_tysonii,na,na,species,Lamiaceae,Data deficient,WAU,DT,cham.,WP,Rediscovered,Hemigenia_tysonii
Hernandia_drakeana,na,na,species,Hernandiaceae,Extinct,SCI,WT,Phan.,WP,Extinct,Hernandia_drakeana
Hesperantha_saldanhae,na,na,species,Iridaceae,Extinct,CPP,S,Tuber_geophyte,HP,Extinct,Hesperantha_saldanhae
Hesperelaea_palmeri,na,na,species,Oleaceae,Extinct,MXI,DT,Phan.,WP,Extinct,Hesperelaea_palmeri
Heterachne_baileyi,na,na,species,Poaceae,Data deficient,QLD,MT,ther.,A,Rediscovered,Heterachne_baileyi
Heterostemma_decanense,na,na,species,,,,,,,Synonym,Oianthus_decanensis
Hexaspora_pubescens,na,na,species,Celastraceae,Vulnerable,QLD,WT,phan.,WP,Rediscovered,Hexaspora_pubescens
Hibbertia_montana,na,na,species,,,,,,,Synonym,Hibbertia_sargentii
Hibiscadelphus_bombycinus,na,na,species,Malvaceae,Extinct,HAW,WT,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_bombycinus
Hibiscadelphus_crucibracteatus,na,na,species,Malvaceae,Extinct in the wild,HAW,WT,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_crucibracteatus
Hibiscadelphus_giffardianus,na,na,species,Malvaceae,Extinct in the wild,HAW,WT,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_giffardianus
Hibiscadelphus_hualalaiensis,na,na,species,Malvaceae,Extinct in the wild,HAW,MT,Phan.,WP,Extinct,Hibiscadelphus_hualalaiensis
Hibiscadelphus_wilderianus,na,na,species,Malvaceae,Extinct,HAW,WT,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_wilderianus
Hibiscadelphus_woodii,na,na,species,Malvaceae,Extinct,HAW,WT,Nanophan.,WP,Extinct,Hibiscadelphus_woodii
Hibiscus_nelsonii,na,na,species,Malvaceae,Extinct,MXS,MT,Nanophan._or_phan.,WP,Extinct,Hibiscus_nelsonii
Hibiscus_rosa-sinensis,na,na,species,,,,,,,Synonym,Hibiscus_storckii
Hieracium_hartii,na,na,species,Asteraceae,Critically endangered,IRE,G,Hemicr.,WP,Rediscovered,Hieracium_hartii
Hieracium_hethlandiae,na,na,species,Asteraceae,Extinct in the wild,GRB,G,Hemicr.,WP,Extinct,Hieracium_hethlandiae
Hieracium_purkynei,na,na,species,Asteraceae,Critically endangered,CZE,G,Hemicr.,WP,Rediscovered,Hieracium_purkynei
Hieracium_purkynei,na,na,species,Asteraceae,Critically endangered,POL,G,Hemicr.,WP,Rediscovered,Hieracium_purkynei
Hindsia_arianeae,na,na,species,Rubiaceae,Extinct,BZL,WT,Nanophan.,WP,Extinct,Hindsia_arianeae
Hindsia_cucullata,na,na,species,Rubiaceae,Extinct,BZL,WT,Nanophan.,WP,Extinct,Hindsia_cucullata
Hindsia_phyllocalyx,na,na,species,Rubiaceae,Extinct,BZL,WT,Nanophan.,WP,Extinct,Hindsia_phyllocalyx
Hindsia_violacea,na,na,species,Rubiaceae,Extinct in the wild,BZL,WT,Nanophan.,WP,Extinct,Hindsia_violacea
Hoffmannia_racemifera,na,na,species,Rubiaceae,Critically endangered,MXG,WT,Nanophan.,WP,Rediscovered,Hoffmannia_racemifera
Hoffmannia_racemifera,na,na,species,Rubiaceae,Critically endangered,GUA,WT,Nanophan.,WP,Rediscovered,Hoffmannia_racemifera
Holarrhena_pubescens,na,na,species,Apocynaceae,Least concern,IND,DT,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens
Holarrhena_pubescens,na,na,species,Apocynaceae,Least concern,WHM,DT,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens
Holarrhena_pubescens,na,na,species,Apocynaceae,Least concern,PAK,DT,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens
Holarrhena_pubescens,na,na,species,Apocynaceae,Least concern,MYA,DT,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens
Holothrix_culveri,na,na,species,Orchidaceae,Extinct in the wild,TVL,MT,Tuber_geophyte,HP,Extinct,Holothrix_culveri
Holothrix_longicornu,na,na,species,Orchidaceae,Critically endangered,CPP,S,Tuber_geophyte,HP,Rediscovered,Holothrix_longicornu
Homopholis_belsonii,na,na,species,Poaceae,Least concern,NSW,S,hemicr.,HP,Rediscovered,Homopholis_belsonii
Homopholis_belsonii,na,na,species,Poaceae,Least concern,QLD,S,hemicr.,HP,Rediscovered,Homopholis_belsonii
Hopea_brachyptera,na,na,species,Dipterocarpaceae,Extinct in the wild,PHI,WT,Phan.,WP,Extinct,Hopea_brachyptera
Hopea_erosa,na,na,species,Dipterocarpaceae,Critically endangered,IND,WT,Phan.,WP,Rediscovered,Hopea_erosa
